Date,Operating Reserve,Temperature,Holiday
20201103,3189.0,22.64240958872582,0
20201104,3551.0,22.647361483671176,0
20201105,3319.0,23.669731452688847,0
20201106,3263.0,25.934333689557207,0
20201107,3199.0,25.745636714938588,2
20201108,3928.0,21.514491241367256,2
20201109,4080.0,21.127263066012166,0
20201110,3590.0,21.083828511703597,0
20201111,3708.0,22.618932872195227,0
20201112,3190.0,22.907416353518446,0
20201113,3373.0,22.75408170504911,0
20201114,3364.0,22.844930886142098,2
20201115,3463.0,24.506903524638652,2
20201116,3147.0,25.051433195417093,0
20201117,3202.0,25.615793077687705,0
20201118,3361.0,25.577006113899184,0
20201119,3314.0,26.257492585673567,0
20201120,3643.0,26.008254833063017,0
20201121,2928.0,25.285328452744967,2
20201122,2765.0,24.758713591807,2
20201123,3144.0,23.320641090485065,0
20201124,3134.0,23.683707856627432,0
20201125,3306.0,24.619063254828117,0
20201126,3144.0,25.201448460388573,0
20201127,3495.0,22.684281492006967,0
20201128,2977.0,21.195602779732766,2
20201129,3287.0,20.38691159097095,2
20201130,3320.0,20.22566420548357,0
20201201,3237.0,20.423064593201488,0
20201202,3050.0,20.66190503383138,0
20201203,3168.0,18.29895315668486,0
20201204,3084.0,18.420163513183123,0
20201205,3618.0,19.402884708799963,2
20201206,2691.0,20.62221264710921,2
20201207,3106.0,21.44702883089601,0
20201208,3164.0,19.90706273149298,0
20201209,3094.0,19.87919432592976,0
20201210,3086.0,21.68427379153957,0
20201211,3129.0,21.435437297553722,0
20201212,3282.0,20.93912711926627,2
20201213,2830.0,20.953597477905348,2
20201214,3022.0,19.248115208633227,0
20201215,3012.0,17.324016305461598,0
20201216,3020.0,17.384052684298883,0
20201217,3000.0,18.171606485598147,0
20201218,3047.0,19.51442031178117,0
20201219,3047.0,17.90232851380485,2
20201220,3616.0,17.563461288403143,2
20201221,3072.0,16.90032494612763,0
20201222,3199.0,19.276341364562377,0
20201223,3076.0,19.636852613795728,0
20201224,3545.0,19.1716346732641,0
20201225,3418.0,18.53439809908462,0
20201226,3066.0,20.281365122296524,2
20201227,2869.0,20.25403601519724,2
20201228,3135.0,20.968775074415188,0
